87,6,8
66,-31,60
52,-15,-70
-95,-56,-69
65,95,-96
63,85,12
90,18,26
53,-41,-10
9,7,77
83,19,-2
-65,-15,14
2,78,-27
73,43,48
-35,-13,59
1,-47,19
-21,82,-43
-11,-3,25
-98,-98,-18
54,22,-77
-64,59,-51
16,-74,17
63,-41,-27
-24,-99,-6
-13,-10,-28
2,-88,-61
16,96,-70
-4,4,63
26,-91,-51
37,-82,-82
-45,-24,86
67,-11,-35
-87,37,5
59,-33,77
-28,8,75
-84,11,50
-19,-55,-34
61,4,-15
55,100,49
21,-93,59
10,67,4
9,-45,89
74,-22,-72
9,-99,85
73,42,-48
-44,-1,0
-10,-63,-95
-56,24,-84
-13,72,68
33,-24,-99
-2,50,88
-85,51,47
-28,25,-69
56,-43,-63
72,61,65
-4,99,61
-65,-34,-55
45,32,54
92,74,91
50,-40,-36
58,64,99
-68,-35,-64
-3,2,9
77,61,28
-70,-10,23
38,-96,80
-43,7,-3
-20,83,-34
-33,-54,-13
-84,93,61
69,15,11
73,-39,48
79,97,13
44,95,96
-65,-74,54
76,66,32
25,-94,-8
-54,-29,43
-57,93,31
-87,62,-21
11,17,50
-81,-64,-96
-94,-88,-67
32,24,-43
51,-31,-91
52,34,-7
5,-67,77
-55,37,51
97,-45,61
-79,81,-36
12,35,-69
91,95,77
62,-35,66
20,-18,-16
21,0,8
-9,2,-52
25,-91,-70
-6,-57,-85
-22,-35,-58
18,-33,-14
2,-6,-79
-30,-36,67
-71,36,-57
43,13,-88
96,-9,73
35,-66,-29
35,26,-68
-28,82,-2
100,-8,-48
-91,29,59
-9,96,95
97,-48,-67
8,-55,40
19,82,-11
-53,47,-72
53,39,38
14,-20,3
-23,-46,52
2,-44,-4
-93,-59,-98
-17,-54,8
-70,-27,61
-77,-97,95
99,-92,10
100,84,-91
-54,-23,61
35,-69,9
-11,72,-78
-100,58,-35
-6,-43,34
78,13,-96
2,-81,53
-66,75,-14
-81,14,-50
38,25,-82
-81,94,74
-41,-40,-11
-34,28,14
